Frequency,Gain
(1+0j),0.9999999999999998
(1.071773462536293+0j),0.9999999999999998
(1.148698354997035+0j),0.9999999999999998
(1.231144413344916+0j),0.9999999999999998
(1.319507910772894+0j),0.9999999999999998
(1.414213562373095+0j),0.9999999999999998
(1.515716566510398+0j),0.9999999999999998
(1.624504792712471+0j),0.9999999999999998
(1.741101126592248+0j),0.9999999999999998
(1.866065983073614+0j),0.9999999999999998
(2+0j),0.9999999999999998
(2.143546925072586+0j),0.9999999999999998
(2.297396709994069+0j),0.9999999999999998
(2.462288826689832+0j),0.9999999999999998
(2.639015821545788+0j),0.9999999999999998
(2.828427124746189+0j),0.9999999999999998
(3.031433133020795+0j),0.9999999999999998
(3.249009585424941+0j),0.9999999999999998
(3.482202253184495+0j),0.9999999999999998
(3.732131966147227+0j),0.9999999999999998
(3.999999999999997+0j),0.9999999999999998
(4.28709385014517+0j),0.9999999999999998
(4.594793419988137+0j),0.9999999999999998
(4.924577653379662+0j),0.9999999999999998
(5.278031643091573+0j),0.9999999999999998
(5.656854249492376+0j),0.9999999999999998
(6.062866266041588+0j),0.9999999999999998
(6.498019170849878+0j),0.9999999999999998
(6.964404506368987+0j),0.9999999999999998
(7.464263932294452+0j),0.9999999999999998
(7.999999999999992+0j),0.9999999999999998
(8.574187700290336+0j),0.9999999999999998
(9.18958683997627+0j),0.9999999999999998
(9.84915530675932+0j),0.9999999999999998
(10.55606328618314+0j),0.9999999999999998
(11.31370849898475+0j),0.9999999999999998
(12.12573253208317+0j),0.9999999999999998
(12.99603834169975+0j),0.9999999999999998
(13.92880901273797+0j),0.9999999999999998
(14.9285278645889+0j),0.9999999999999998
(15.99999999999998+0j),0.9999999999999998
(17.14837540058067+0j),0.9999999999999998
(18.37917367995254+0j),0.9999999999999998
(19.69831061351864+0j),0.9999999999999998
(21.11212657236628+0j),0.9999999999999998
(22.62741699796949+0j),0.9999999999999998
(24.25146506416634+0j),0.9999999999999998
(25.9920766833995+0j),0.9999999999999998
(27.85761802547594+0j),0.9999999999999998
(29.8570557291778+0j),0.9999999999999998
(31.99999999999996+0j),0.9999999999999998
(34.29675080116134+0j),0.9999999999999998
(36.75834735990507+0j),0.9999999999999998
(39.39662122703727+0j),0.9999999999999998
(42.22425314473256+0j),0.9999999999999998
(45.25483399593899+0j),0.9999999999999998
(48.50293012833268+0j),0.9999999999999998
(51.98415336679901+0j),0.9999999999999998
(55.71523605095187+0j),0.9999999999999998
(59.7141114583556+0j),0.9999999999999998
(63.99999999999991+0j),0.9999999999999998
(68.59350160232268+0j),0.9999999999999998
(73.51669471981015+0j),0.9999999999999998
(78.79324245407454+0j),0.9999999999999998
(84.44850628946513+0j),0.9999999999999998
(90.50966799187798+0j),0.9999999999999998
(97.00586025666536+0j),0.9999999999999998
(103.968306733598+0j),0.9999999999999998
(111.4304721019037+0j),0.9999999999999998
(119.4282229167112+0j),0.9999999999999998
(127.9999999999998+0j),0.9999999999999998
(137.1870032046454+0j),0.9999999999999998
(147.0333894396203+0j),0.9999999999999998
(157.5864849081491+0j),0.9999999999999998
(168.8970125789303+0j),0.9999999999999998
(181.019335983756+0j),0.9999999999999998
(194.0117205133307+0j),0.9999999999999998
(207.936613467196+0j),0.9999999999999998
(222.8609442038075+0j),0.9999999999999998
(238.8564458334224+0j),0.9999999999999998
(255.9999999999997+0j),0.9999999999999998
(274.3740064092907+0j),0.9999999999999998
(294.0667788792406+0j),0.9999999999999998
(315.1729698162982+0j),0.9999999999999998
(337.7940251578605+0j),0.9999999999999998
(362.0386719675119+0j),0.9999999999999998
(388.0234410266614+0j),0.9999999999999998
(415.8732269343921+0j),0.9999999999999998
(445.721888407615+0j),0.9999999999999998
(477.7128916668448+0j),0.9999999999999998
(511.9999999999993+0j),0.9999999999999998
(548.7480128185814+0j),0.9999999999999998
(588.1335577584812+0j),0.9999999999999998
(630.3459396325964+0j),0.9999999999999998
(675.588050315721+0j),0.9999999999999998
(724.0773439350238+0j),0.9999999999999998
(776.0468820533229+0j),0.9999999999999998
(831.7464538687841+0j),0.9999999999999998
(891.44377681523+0j),0.9999999999999998
(955.4257833336895+0j),0.9999999999999998
(1000+0j),0.9999999999999998
